FOLIO,SEXO_ENCUESTADO,EDAD_ENCUESTADO,P1_5,P2_4,P2_5,P2_6_SUMA_SEMANALES_EST,P2_8,P2_10_F,P2_10_G,P2_13,P3_16,P3_17,P5_2_A_1,P5_2_B_1,P5_2_C_1,P5_2_D_1,P5_2_E_1,P5_3_A,P5_3_B,P5_3_C,P5_3_D,P5_3_E,P6_1_A,P6_1_B,P6_1_C,P6_1_D,P6_2,P6_3_HORAS,P6_3_MIN,P6_4,P6_5_HORAS,P6_5_MIN,P6_6,P6_7_HORAS,P6_7_MIN,P6_8_HORAS,P6_8_MIN,P6_12,P6_13,P6_14,P6_16,P6_18,P6_30_A_1,P6_30_A_2,P6_30_B_1,P6_30_B_2,P6_30_C_1,P6_30_C_2,P6_30_D_1,P6_30_D_2,P6_30_E_1,P6_30_E_2,P6_30_F_1,P6_30_F_2,P6_30_G_1,P6_30_G_2,P6_30_H_1,P6_30_H_2,O6_3,O6_5,O6_7,O6_8
2085.0,H,73,10,9,9,0,0,9,9,9,2,8,0,1,0,0,0,1,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,6,0.0,30.0,6.0,0.0,0,0,4,3,8,7,1,1,2,7,2,1,1,1,1,7,1,7,2,7,5,0.0,0.0,3.0,42.0
2086.0,M,55,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,7,1,0,0,7,2,7,4,0.0,0.0,0.0,14.0
2087.0,M,22,10,1,4,84,4,1,5,3,5,5,0,0,0,0,0,0,0,0,0,0,4,4,4,1,7.0,2,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,4,3,3,7,1,1,1,7,1,1,1,7,1,3,2,7,1,7,2,14.0,0.0,0.0,7.0
2088.0,M,56,10,1,1,40,0,5,5,3,2,8,1,1,0,0,0,0,0,0,0,1,4,4,4,1,0.0,0,0,0,0,0,6,0.0,30.0,1.0,0.0,0,0,4,1,0,7,1,2,1,7,1,0,0,7,1,0,0,7,1,7,8,0.0,0.0,3.0,7.0
2089.0,M,20,10,9,9,0,0,9,9,9,2,5,0,0,0,0,0,0,0,0,0,0,4,3,4,1,3.0,2,0,0,0,0,0,0.0,0.0,5.0,0.0,0,0,4,1,0,7,1,1,1,7,1,0,0,7,1,2,1,7,2,7,8,6.0,0.0,0.0,35.0
2090.0,M,42,10,1,1,35,0,5,5,3,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,7.0,0.0,0,0,4,2,1,7,1,1,1,7,2,2,1,5,1,0,0,7,1,7,2,0.0,0.0,0.0,49.0
2091.0,H,41,10,2,4,60,0,5,5,2,2,7,0,0,0,0,0,1,0,0,0,0,4,4,4,1,0.0,0,0,1,0,30,2,0.0,30.0,8.0,0.0,0,0,2,1,0,7,1,1,1,7,1,1,1,7,1,7,1,7,2,7,4,0.0,0.5,1.0,56.0
2092.0,M,34,10,9,9,0,0,9,9,9,2,6,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,7,1,2,1,7,1,2,1,0,0,0,0,7,1,0,0,0.0,0.0,0.0,21.0
2093.0,M,75,10,9,9,0,0,9,9,9,4,6,1,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,1,0,7,1,2,1,7,2,2,1,7,1,0,0,7,2,7,4,0.0,0.0,0.0,14.0
2094.0,M,55,10,1,1,40,0,5,5,3,1,8,0,0,0,0,0,1,1,0,0,1,4,4,4,1,0.0,0,0,5,1,0,7,0.0,40.0,2.0,0.0,0,0,4,1,0,7,2,1,1,7,1,1,1,1,1,2,1,7,1,7,4,0.0,5.0,4.666666666666666,14.0
2095.0,M,42,10,9,9,0,0,9,9,9,4,8,1,0,0,0,0,1,1,0,0,0,4,4,4,1,0.0,0,0,0,0,0,5,1.0,0.0,2.0,0.0,0,0,4,1,0,7,1,1,1,3,1,1,1,0,0,0,0,7,2,7,1,0.0,0.0,5.0,14.0
2096.0,M,26,10,1,1,24,2,5,5,2,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,3.0,0,45,0,0,0,0,0.0,0.0,3.0,0.0,1,1,1,1,0,7,1,2,1,7,1,0,0,7,1,0,0,7,2,7,6,2.25,0.0,0.0,21.0
2097.0,M,71,10,9,9,0,0,9,9,9,2,8,1,0,0,1,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,6.0,0.0,0,0,2,1,0,7,2,2,1,7,2,1,1,7,1,2,2,7,2,7,4,0.0,0.0,0.0,42.0
2098.0,H,75,10,9,9,0,0,9,9,9,4,6,0,0,0,1,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,12.0,0.0,0,0,2,1,0,7,1,2,2,7,1,1,1,1,1,1,1,7,2,7,3,0.0,0.0,0.0,84.0
2099.0,M,44,10,1,1,0,0,5,5,3,4,5,0,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,4,2,1,5,1,2,1,5,1,0,0,0,0,1,2,7,3,7,5,0.0,0.0,0.0,28.0
2100.0,M,41,10,1,1,45,0,5,5,2,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,1,0,1,1,0,7,1,1,1,7,1,1,1,7,3,4,5,7,2,7,5,0.0,0.0,0.0,21.0
2101.0,M,48,10,9,9,0,0,9,9,9,1,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,5.0,0,50,0,0,0,5,1.0,0.0,7.0,0.0,0,0,4,2,1,7,1,2,1,7,1,1,1,7,1,2,2,7,1,7,2,4.166666666666667,0.0,5.0,49.0
2102.0,M,43,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,1,3,3,4,1,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,2,1,7,2,2,1,7,2,1,1,7,2,2,2,7,1,7,2,0.0,0.0,0.0,14.0
2103.0,M,70,10,9,9,0,0,9,9,9,4,6,0,0,0,0,0,1,1,0,0,0,4,4,4,4,0.0,0,0,0,0,0,7,1.0,0.0,4.0,0.0,0,0,4,1,0,7,2,1,1,7,2,1,1,7,2,2,2,7,2,7,3,0.0,0.0,7.0,28.0
2104.0,M,50,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,1.0,0.0,2.0,0.0,0,0,4,1,0,7,1,2,1,7,1,1,1,7,1,0,0,7,1,7,1,0.0,0.0,7.0,14.0
2105.0,M,15,10,9,9,0,0,9,9,9,4,8,0,0,0,0,0,1,0,0,0,0,2,3,4,1,0.0,0,0,0,0,0,5,1.0,0.0,10.0,0.0,1,0,1,2,3,3,1,1,1,0,0,0,0,2,1,7,3,2,1,2,1,0.0,0.0,5.0,70.0
2106.0,H,19,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,3,2.0,0.0,3.0,0.0,1,0,4,1,0,7,1,1,1,7,1,7,1,7,2,0,0,7,2,7,6,0.0,0.0,6.0,21.0
2107.0,M,51,10,9,9,0,0,9,9,9,4,3,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,0.0,30.0,1.0,0.0,0,0,4,1,0,7,1,2,1,5,1,1,1,5,1,1,1,7,2,7,2,0.0,0.0,3.5,7.0
2108.0,M,39,10,9,9,0,0,9,9,9,1,9,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,,,2.0,0.0,0,0,4,1,0,5,1,2,1,4,1,0,0,7,1,2,1,7,2,7,5,0.0,0.0,5.614000000000001,14.0
2109.0,M,19,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,2,3,4,4,2.0,2,0,0,0,0,0,0.0,0.0,5.0,0.0,1,1,1,3,6,7,1,1,1,7,1,0,0,4,1,0,0,7,1,7,2,4.0,0.0,0.0,35.0
2110.0,H,34,10,2,1,40,0,5,5,3,1,7,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,6,1.0,0.0,2.0,0.0,1,0,1,2,2,7,1,2,1,7,1,0,0,0,0,6,1,7,1,6,2,0.0,0.0,6.0,14.0
2111.0,M,33,10,1,1,40,0,1,5,3,1,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,2.0,1,30,0,0,0,5,2.0,0.0,2.0,0.0,0,0,1,2,2,7,1,2,1,7,1,0,0,1,1,0,0,7,1,7,1,3.0,0.0,10.0,14.0
2112.0,M,34,10,1,1,40,0,5,5,3,1,6,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,7.0,0.0,1,0,4,2,2,7,1,1,1,7,1,0,0,7,1,0,0,7,1,7,1,0.0,0.0,0.0,49.0
2113.0,M,59,10,9,9,0,0,9,9,9,2,7,1,0,0,0,0,1,1,0,0,0,4,4,4,4,0.0,0,0,0,0,0,7,0.0,20.0,1.0,0.0,0,0,4,2,2,7,1,2,1,7,1,2,1,5,1,0,0,7,1,7,1,0.0,0.0,2.333333333333333,7.0
2114.0,H,41,10,1,1,54,0,5,1,3,2,7,0,0,0,0,0,1,1,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,3,1,1,1,1,1,1,1,2,1,1,2,7,2,7,4,0.0,0.0,0.0,21.0
2115.0,M,27,10,9,9,0,0,9,9,9,4,6,0,0,0,0,0,1,0,0,0,1,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,3,1,1,1,7,1,1,1,3,1,2,2,7,3,7,4,0.0,0.0,0.0,21.0
2116.0,M,43,10,1,1,42,0,5,5,3,4,6,0,0,0,0,1,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,3,2,2,2,7,2,7,5,0.0,0.0,0.0,14.0
2117.0,M,48,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,3,1,2,2,7,2,7,5,0.0,0.0,0.0,21.0
2118.0,M,57,10,9,9,0,0,9,9,9,4,5,1,0,0,0,0,0,1,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,1,0,1,1,0,7,1,1,1,7,1,1,1,2,1,3,2,7,2,7,3,0.0,0.0,0.0,21.0
2119.0,M,41,10,9,9,0,0,9,9,9,5,7,0,0,0,0,0,0,1,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,7,7,1,1,7,7,1,1,3,2,2,3,7,7,7,7,0.0,0.0,0.0,21.0
2120.0,M,60,10,9,9,0,0,9,9,9,2,7,1,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,4,1,0,7,1,1,1,7,2,1,1,4,1,2,1,7,2,7,6,0.0,0.0,0.0,28.0
2121.0,M,76,10,9,9,0,0,9,9,9,4,4,1,0,0,0,1,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,7.0,0.0,0,0,4,1,0,7,1,1,1,7,2,1,1,7,1,2,2,7,2,7,6,0.0,0.0,0.0,49.0
2122.0,H,53,10,1,1,50,0,5,1,2,2,8,1,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,5,8.0,0.0,2.0,30.0,0,0,4,1,0,7,1,1,1,7,1,1,1,7,1,4,3,7,2,7,5,0.0,0.0,40.0,17.5
2123.0,H,73,10,9,9,0,0,9,9,9,2,5,1,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,4,1,0,7,1,1,1,7,2,1,1,4,1,2,2,7,7,7,5,0.0,0.0,0.0,28.0
2124.0,H,36,10,1,1,45,0,5,9,2,1,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,3,1,30,6,1.0,0.0,2.0,0.0,1,0,4,2,2,1,1,1,1,5,1,1,1,3,1,7,4,7,2,7,5,0.0,4.5,6.0,14.0
2125.0,H,29,10,1,1,45,1,5,5,2,1,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,7,6.0,0.0,6.0,0.0,1,0,1,3,3,1,1,1,1,1,2,1,1,1,1,1,3,1,2,1,6,0.0,0.0,42.0,42.0
2126.0,M,33,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,3,1,0,0,0.0,0.0,4.0,0.0,1,0,4,1,0,7,1,1,1,7,1,1,1,3,1,3,2,7,2,7,6,0.0,3.0,0.0,28.0
2127.0,M,34,10,9,9,0,0,9,9,9,2,4,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,2,2,3,3,7,2,7,7,0.0,0.0,0.0,21.0
2128.0,M,35,10,1,1,60,0,5,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,2,2,4,3,7,2,7,5,0.0,0.0,0.0,14.0
2129.0,H,50,10,1,1,70,0,1,1,3,1,8,0,0,0,0,0,1,0,0,0,0,4,4,4,4,1.0,0,50,0,0,0,7,8.0,0.0,2.0,0.0,0,0,4,1,0,1,1,1,1,5,1,1,1,3,3,7,6,7,2,7,6,0.8333333333333334,0.0,56.0,14.0
2130.0,M,46,10,1,1,48,0,5,5,2,1,7,0,0,0,0,0,1,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,7.0,0.0,0,0,4,1,0,1,1,1,1,5,1,1,1,3,1,7,4,7,2,7,5,0.0,0.0,0.0,49.0
2131.0,M,45,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,1,0,1,1,0,7,1,1,1,7,2,1,1,3,1,2,1,7,2,7,6,0.0,0.0,0.0,21.0
2132.0,M,52,4,1,4,48,1,1,1,3,2,6,1,0,0,0,0,1,0,0,0,0,4,2,4,1,0.0,0,0,6,4,0,6,3.0,30.0,1.0,30.0,0,0,4,1,0,1,1,1,1,1,2,1,1,1,2,1,3,1,1,1,6,0.0,24.0,21.0,10.5
2133.0,M,50,10,2,1,30,0,3,5,3,2,9,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,1,0,7,2,1,1,7,4,0,0,2,1,1,1,7,3,7,6,0.0,0.0,0.0,14.0
2134.0,M,59,10,1,1,45,0,5,5,3,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,1,1.0,30.0,2.0,0.0,0,0,4,1,0,7,2,2,1,3,3,1,2,7,1,7,2,7,4,7,2,0.0,0.0,1.5,14.0
2135.0,M,24,10,9,9,0,0,9,9,9,2,6,0,0,0,0,0,1,1,0,0,0,4,4,4,2,0.0,0,0,0,0,0,7,0.0,30.0,10.0,0.0,0,0,4,3,3,5,1,3,1,3,3,3,1,7,2,0,0,7,3,7,6,0.0,0.0,3.5,70.0
2136.0,H,28,10,9,9,0,0,9,9,9,5,5,0,0,0,0,0,1,0,0,1,0,4,4,4,4,0.0,0,0,0,0,0,1,1.0,0.0,12.0,0.0,0,0,4,2,2,0,0,1,1,1,1,7,1,7,1,7,2,0,0,4,3,0.0,0.0,1.0,84.0
2137.0,M,41,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,3,1,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,3,2,4,3,7,2,7,5,0.0,3.0,0.0,21.0
2138.0,H,59,10,1,1,56,2,5,5,3,2,7,0,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,6,1,0,6,0.0,10.0,2.0,0.0,0,0,4,1,0,7,1,2,1,7,1,1,1,7,3,7,1,7,2,7,8,0.0,6.0,1.0,14.0
2139.0,M,42,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,1,0,1,1,0,7,1,1,1,7,1,1,1,2,1,3,3,7,2,7,5,0.0,0.0,0.0,21.0
2140.0,M,33,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,7,2,3,3,7,2,7,6,0.0,0.0,0.0,28.0
2141.0,H,34,10,1,1,45,0,5,1,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,6.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,3,2,2,3,7,2,7,6,0.0,0.0,0.0,42.0
2142.0,M,26,10,1,1,48,3,1,5,2,4,5,0,1,0,0,0,0,0,0,0,1,2,4,4,1,0.0,0,0,0,0,0,7,0.0,30.0,5.0,0.0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,4,0.0,0.0,3.5,35.0
2143.0,M,23,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,1,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,1,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,6,0.0,0.0,0.0,14.0
2144.0,H,82,10,1,1,63,4,5,5,3,2,7,1,0,0,0,0,1,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,7.0,0.0,0,0,4,1,0,1,2,1,1,1,1,1,1,1,2,1,4,1,2,1,8,0.0,0.0,0.0,49.0
2145.0,H,51,10,1,4,55,0,1,1,3,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,5.0,2,0,5,3,0,7,0.0,0.0,2.0,0.0,0,0,4,1,0,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,5,10.0,15.0,0.0,14.0
2146.0,M,52,10,1,1,48,0,1,5,3,2,9,0,0,0,0,1,0,0,0,0,0,4,4,4,1,0.0,0,0,7,2,0,4,0.0,0.0,1.0,0.0,0,0,4,1,0,1,1,1,1,1,2,1,1,1,2,1,3,1,2,1,5,0.0,14.0,0.0,7.0
2147.0,M,55,10,9,9,0,0,9,9,9,4,7,0,0,0,0,0,1,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,2,2,3,2,7,2,7,7,0.0,0.0,0.0,28.0
2149.0,M,47,10,1,1,40,0,5,5,1,2,8,1,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,2,2,3,2,7,2,7,5,0.0,0.0,0.0,28.0
2150.0,H,38,4,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,4,1,0,7,1,1,1,2,1,1,1,2,1,7,5,7,3,7,4,0.0,0.0,0.0,28.0
2151.0,M,68,10,9,9,0,0,9,9,9,2,8,1,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,3,2,3,1,7,2,7,4,0.0,0.0,0.0,28.0
2152.0,M,53,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,3,2.0,0.0,3.0,0.0,0,0,4,1,0,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,6,0.0,0.0,6.0,21.0
2153.0,M,56,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,4,1,1,2,1,5,3,1,0,0,4,2,0,0,7,3,0.0,0.0,0.0,21.0
2154.0,M,59,10,1,1,45,1,9,9,9,2,8,1,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,6.0,0.0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,0.0,0.0,0.0,42.0
2155.0,M,68,10,1,1,45,1,9,9,9,1,12,1,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,1,2,0,0,0.0,0.0,5.0,0.0,1,0,1,1,0,1,2,1,1,1,1,1,1,1,2,1,3,1,2,1,4,0.0,2.0,0.0,35.0
2156.0,M,15,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,1,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,3,1.0,0.0,6.0,0.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,5,0.0,0.0,3.0,42.0
2157.0,H,90,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,8.0,0.0,0,0,4,1,0,7,1,1,1,7,2,1,1,4,1,3,2,7,2,7,6,0.0,0.0,0.0,56.0
2158.0,M,62,10,1,1,40,0,5,5,1,2,7,1,0,0,0,0,1,1,1,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,4,1,0,7,1,1,1,4,2,1,1,7,2,3,2,7,2,7,6,0.0,0.0,0.0,28.0
2159.0,H,83,10,9,9,0,0,9,9,9,2,6,1,0,0,0,0,1,1,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,4,1,0,5,1,1,1,4,1,1,1,3,1,1,1,7,2,7,6,0.0,0.0,0.0,28.0
2160.0,M,83,10,9,9,0,0,9,9,9,2,8,0,1,0,0,0,1,1,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0,0,1,1,0,7,1,1,1,7,2,1,1,3,1,0,0,7,2,7,5,0.0,0.0,0.0,28.0
2161.0,H,37,10,1,1,60,0,5,5,2,2,8,0,0,0,0,0,1,0,0,0,0,4,4,4,1,3.0,1,30,0,0,0,5,7.0,0.0,1.0,30.0,1,1,1,1,0,7,1,1,1,7,2,1,1,2,2,7,2,7,2,7,5,4.5,0.0,35.0,10.5
2162.0,M,20,10,1,1,25,1,5,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0.0,0,0,0,0,0,5,,,5.0,30.0,0,0,4,3,3,5,1,0,0,3,1,0,0,5,1,5,1,7,2,7,8,0.0,0.0,5.445,38.5
2163.0,M,62,10,9,9,0,0,9,9,9,2,7,1,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,2,1,0,7,1,1,1,7,1,0,0,7,1,0,0,7,1,7,3,0.0,0.0,0.0,21.0
2164.0,M,88,10,9,9,0,0,9,9,9,2,8,1,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,4,2,0,0,7,2,7,6,0.0,0.0,0.0,21.0
2165.0,M,39,10,1,1,40,0,5,5,1,2,8,0,0,0,0,0,0,0,0,0,0,2,4,4,1,3.0,0,20,0,0,0,0,0.0,0.0,8.0,0.0,0,0,4,1,0,7,1,1,1,5,1,0,0,4,1,0,0,7,1,7,4,1.0,0.0,0.0,56.0
2166.0,H,79,10,9,9,0,0,9,9,9,4,4,1,0,0,0,0,0,0,0,0,1,4,4,4,2,0.0,0,0,0,0,0,0,0.0,0.0,12.0,0.0,0,0,4,3,2,7,1,2,1,7,3,1,1,5,2,0,0,7,1,7,2,0.0,0.0,0.0,84.0
2167.0,M,64,10,9,9,0,0,9,9,9,2,8,1,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,2,3,3,2,7,2,7,6,0.0,0.0,0.0,21.0
2168.0,M,42,10,1,1,42,0,1,5,3,2,8,0,0,0,0,0,1,1,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,7,2,3,2,7,2,7,7,0.0,0.0,0.0,21.0
2169.0,M,56,10,9,9,0,0,9,9,9,2,8,0,1,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,2,0.0,30.0,4.0,0.0,0,0,4,1,0,7,1,1,1,5,1,1,1,1,1,3,1,7,4,7,2,0.0,0.0,1.0,28.0
2170.0,H,75,10,9,9,0,0,9,9,9,4,5,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,2.0,0.0,6.0,0.0,0,0,4,1,0,7,1,2,1,4,1,1,1,7,1,7,1,7,3,7,1,0.0,0.0,14.0,42.0
2171.0,H,18,10,9,9,0,0,9,9,9,2,4,0,0,0,0,0,1,1,0,0,0,1,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,5.0,0.0,0,0,4,3,12,0,0,3,1,0,0,0,0,7,1,7,1,7,2,1,1,0.0,0.0,0.0,35.0
2172.0,M,55,10,9,9,0,0,9,9,9,2,6,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0.0,0,0,0,0,0,5,1.0,0.0,0.0,0.0,1,1,1,3,3,7,1,1,1,7,1,0,0,4,1,7,4,7,3,7,2,0.0,0.0,5.0,0.0
2173.0,H,58,10,1,1,24,0,5,1,3,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,2,2,3,3,7,2,7,5,0.0,0.0,0.0,21.0
2174.0,H,62,10,1,1,45,0,5,5,3,2,7,1,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,5,5.0,0.0,3.0,0.0,0,0,4,1,0,7,1,2,1,7,2,2,1,7,1,0,0,7,2,7,5,0.0,0.0,25.0,21.0
2175.0,M,72,10,9,9,0,0,9,9,9,2,9,1,0,0,0,0,1,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,2,2,2,2,2,7,5,7,0.0,0.0,0.0,21.0
2176.0,M,86,10,9,9,0,0,9,9,9,2,6,1,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,10.0,0.0,0,0,4,1,0,7,1,2,1,7,2,1,1,7,2,0,0,7,3,7,6,0.0,0.0,0.0,70.0
